"","X","Participant","Word","likert_arousal","likert_valence","StudyLanguage","Nativeness"
"549",965,6,"paziente",7,8,"Italian","L1"
"550",966,6,"sleale",8,6,"Italian","L1"
"551",967,6,"crudele",6,3,"Italian","L1"
"552",968,6,"buono",5,6,"Italian","L1"
"553",969,6,"gentile",8,7,"Italian","L1"
"554",970,6,"demone",4,2,"Italian","L1"
"555",971,6,"pigra",3,4,"Italian","L1"
"556",972,6,"indiscreta",8,7,"Italian","L1"
"557",973,6,"inaffidabile",7,4,"Italian","L1"
"558",974,6,"cauta",6,7,"Italian","L1"
"559",975,6,"tesoro",6,6,"Italian","L1"
"560",976,6,"santo",7,5,"Italian","L1"
"561",977,6,"osceno",7,8,"Italian","L1"
"562",978,6,"saggia",7,7,"Italian","L1"
"563",979,6,"leale",8,6,"Italian","L1"
"564",980,6,"positivo",9,9,"Italian","L1"
"565",981,6,"riservata",8,7,"Italian","L1"
"566",982,6,"scortese",8,7,"Italian","L1"
"567",983,6,"meschina",7,8,"Italian","L1"
"568",984,6,"elegante",9,7,"Italian","L1"
"569",985,6,"stronzo",7,9,"Italian","L1"
"570",986,6,"scrupolosa",7,6,"Italian","L1"
"571",987,6,"affidabile",6,5,"Italian","L1"
"572",988,6,"negativo",4,2,"Italian","L1"
"573",1093,156,"stronzo",1,1,"Italian","L1"
"574",1094,156,"negativo",1,1,"Italian","L1"
"575",1095,156,"riservata",9,9,"Italian","L1"
"576",1096,156,"positivo",9,9,"Italian","L1"
"577",1097,156,"elegante",9,9,"Italian","L1"
"578",1098,156,"osceno",6,7,"Italian","L1"
"579",1099,156,"bugiarda",1,1,"Italian","L1"
"580",1100,156,"indiscreta",1,1,"Italian","L1"
"581",1101,156,"santo",8,8,"Italian","L1"
"582",1102,156,"pigra",1,1,"Italian","L1"
"583",1103,156,"inaffidabile",2,2,"Italian","L1"
"584",1104,156,"affidabile",9,9,"Italian","L1"
"585",1105,156,"cauta",9,8,"Italian","L1"
"586",1106,156,"leale",7,7,"Italian","L1"
"587",1107,156,"scortese",5,1,"Italian","L1"
"588",1108,156,"buono",9,9,"Italian","L1"
"589",1109,156,"cattivo",1,1,"Italian","L1"
"590",1110,156,"gentile",8,8,"Italian","L1"
"591",1111,156,"scrupolosa",5,6,"Italian","L1"
"592",1112,156,"meschina",4,1,"Italian","L1"
"593",1113,156,"crudele",3,1,"Italian","L1"
"594",1114,156,"tesoro",9,9,"Italian","L1"
"595",1115,156,"demone",1,1,"Italian","L1"
"596",1116,156,"sleale",1,1,"Italian","L1"
"597",1117,156,"paziente",8,8,"Italian","L1"
"598",1118,156,"saggia",9,8,"Italian","L1"
"599",1119,110,"tesoro",5,3,"Italian","L1"
"600",1120,110,"cattivo",5,6,"Italian","L1"
"601",1121,110,"positivo",5,5,"Italian","L1"
"602",1122,110,"inaffidabile",5,4,"Italian","L1"
"603",1123,110,"stronzo",5,5,"Italian","L1"
"604",1124,110,"meschina",6,4,"Italian","L1"
"605",1125,110,"crudele",4,2,"Italian","L1"
"606",1126,110,"paziente",6,5,"Italian","L1"
"607",1127,110,"bugiarda",6,6,"Italian","L1"
"608",1128,110,"gentile",4,3,"Italian","L1"
"609",1129,110,"buono",4,7,"Italian","L1"
"610",1130,110,"affidabile",7,6,"Italian","L1"
"611",1131,110,"pigra",7,7,"Italian","L1"
"612",1132,110,"indiscreta",6,5,"Italian","L1"
"613",1133,110,"osceno",7,6,"Italian","L1"
"614",1134,110,"cauta",6,6,"Italian","L1"
"615",1135,110,"elegante",7,7,"Italian","L1"
"616",1136,110,"sleale",5,6,"Italian","L1"
"617",1137,110,"santo",7,6,"Italian","L1"
"618",1138,110,"negativo",5,7,"Italian","L1"
"619",1139,110,"leale",6,7,"Italian","L1"
"620",1140,110,"scortese",8,7,"Italian","L1"
"621",1141,110,"scrupolosa",5,7,"Italian","L1"
"622",1142,110,"demone",6,4,"Italian","L1"
"623",1143,110,"saggia",3,4,"Italian","L1"
"624",1144,110,"riservata",4,4,"Italian","L1"
"625",1145,173,"osceno",6,1,"Italian","L1"
"626",1146,173,"gentile",1,9,"Italian","L1"
"627",1147,173,"buono",3,9,"Italian","L1"
"628",1148,173,"leale",2,8,"Italian","L1"
"629",1149,173,"pigra",6,2,"Italian","L1"
"630",1150,173,"paziente",7,7,"Italian","L1"
"631",1151,173,"negativo",9,1,"Italian","L1"
"632",1152,173,"demone",7,1,"Italian","L1"
"633",1153,173,"inaffidabile",5,1,"Italian","L1"
"634",1154,173,"cattivo",5,3,"Italian","L1"
"635",1155,173,"bugiarda",8,1,"Italian","L1"
"636",1156,173,"tesoro",1,9,"Italian","L1"
"637",1157,173,"sleale",6,1,"Italian","L1"
"638",1158,173,"saggia",5,6,"Italian","L1"
"639",1159,173,"elegante",2,8,"Italian","L1"
"640",1160,173,"scrupolosa",5,5,"Italian","L1"
"641",1161,173,"riservata",5,5,"Italian","L1"
"642",1162,173,"stronzo",5,5,"Italian","L1"
"643",1163,173,"affidabile",3,8,"Italian","L1"
"644",1164,173,"crudele",8,1,"Italian","L1"
"645",1165,173,"scortese",5,5,"Italian","L1"
"646",1166,173,"meschina",5,5,"Italian","L1"
"647",1167,173,"santo",5,5,"Italian","L1"
"648",1168,173,"cauta",5,5,"Italian","L1"
"649",1169,173,"positivo",5,5,"Italian","L1"
"650",1170,173,"indiscreta",5,5,"Italian","L1"
"651",1197,205,"demone",7,5,"Italian","L1"
"652",1198,205,"cauta",3,5,"Italian","L1"
"653",1199,205,"buono",1,9,"Italian","L1"
"654",1200,205,"crudele",7,3,"Italian","L1"
"655",1201,205,"scortese",7,5,"Italian","L1"
"656",1202,205,"scrupolosa",5,5,"Italian","L1"
"657",1203,205,"inaffidabile",8,2,"Italian","L1"
"658",1204,205,"santo",1,9,"Italian","L1"
"659",1205,205,"paziente",1,9,"Italian","L1"
"660",1206,205,"meschina",8,2,"Italian","L1"
"661",1207,205,"cattivo",8,2,"Italian","L1"
"662",1208,205,"tesoro",3,8,"Italian","L1"
"663",1209,205,"saggia",1,9,"Italian","L1"
"664",1210,205,"sleale",8,3,"Italian","L1"
"665",1211,205,"gentile",3,8,"Italian","L1"
"666",1212,205,"riservata",5,5,"Italian","L1"
"667",1213,205,"affidabile",5,5,"Italian","L1"
"668",1214,205,"pigra",3,5,"Italian","L1"
"669",1215,205,"osceno",7,3,"Italian","L1"
"670",1216,205,"bugiarda",7,2,"Italian","L1"
"671",1217,205,"elegante",1,9,"Italian","L1"
"672",1218,205,"stronzo",1,9,"Italian","L1"
"673",1219,205,"indiscreta",8,3,"Italian","L1"
"674",1220,205,"positivo",1,9,"Italian","L1"
"675",1221,205,"leale",1,9,"Italian","L1"
"676",1222,205,"negativo",9,1,"Italian","L1"
"677",1249,63,"saggia",2,8,"Italian","L1"
"678",1250,63,"demone",8,2,"Italian","L1"
"679",1251,63,"scrupolosa",7,2,"Italian","L1"
"680",1252,63,"cauta",1,8,"Italian","L1"
"681",1253,63,"osceno",7,1,"Italian","L1"
"682",1254,63,"buono",3,8,"Italian","L1"
"683",1255,63,"santo",2,9,"Italian","L1"
"684",1256,63,"inaffidabile",8,3,"Italian","L1"
"685",1257,63,"gentile",2,8,"Italian","L1"
"686",1258,63,"pigra",6,7,"Italian","L1"
"687",1259,63,"bugiarda",8,1,"Italian","L1"
"688",1260,63,"elegante",2,1,"Italian","L1"
"689",1261,63,"meschina",6,2,"Italian","L1"
"690",1262,63,"stronzo",9,1,"Italian","L1"
"691",1263,63,"indiscreta",3,7,"Italian","L1"
"692",1264,63,"paziente",1,1,"Italian","L1"
"693",1265,63,"riservata",3,9,"Italian","L1"
"694",1266,63,"affidabile",2,9,"Italian","L1"
"695",1267,63,"sleale",8,2,"Italian","L1"
"696",1268,63,"positivo",3,9,"Italian","L1"
"697",1269,63,"cattivo",9,1,"Italian","L1"
"698",1270,63,"tesoro",2,9,"Italian","L1"
"699",1271,63,"leale",2,1,"Italian","L1"
"700",1272,63,"scortese",9,1,"Italian","L1"
"701",1273,63,"crudele",9,1,"Italian","L1"
"702",1274,63,"negativo",5,2,"Italian","L1"
"703",1327,21,"scrupolosa",6,5,"Italian","L1"
"704",1328,21,"tesoro",7,9,"Italian","L1"
"705",1329,21,"bugiarda",6,3,"Italian","L1"
"706",1330,21,"demone",8,2,"Italian","L1"
"707",1331,21,"santo",4,7,"Italian","L1"
"708",1332,21,"sleale",6,5,"Italian","L1"
"709",1333,21,"elegante",3,7,"Italian","L1"
"710",1334,21,"indiscreta",6,4,"Italian","L1"
"711",1335,21,"negativo",6,2,"Italian","L1"
"712",1336,21,"osceno",8,2,"Italian","L1"
"713",1337,21,"stronzo",9,1,"Italian","L1"
"714",1338,21,"pigra",5,4,"Italian","L1"
"715",1339,21,"inaffidabile",5,4,"Italian","L1"
"716",1340,21,"positivo",2,8,"Italian","L1"
"717",1341,21,"scortese",7,3,"Italian","L1"
"718",1342,21,"crudele",9,1,"Italian","L1"
"719",1343,21,"riservata",5,5,"Italian","L1"
"720",1344,21,"cauta",6,7,"Italian","L1"
"721",1345,21,"buono",1,9,"Italian","L1"
"722",1346,21,"gentile",1,9,"Italian","L1"
"723",1347,21,"cattivo",8,2,"Italian","L1"
"724",1348,21,"meschina",7,4,"Italian","L1"
"725",1349,21,"saggia",2,8,"Italian","L1"
"726",1350,21,"leale",2,8,"Italian","L1"
"727",1351,21,"paziente",1,8,"Italian","L1"
"728",1352,21,"affidabile",3,7,"Italian","L1"
"729",1379,165,"cattivo",5,1,"Italian","L1"
"730",1380,165,"positivo",9,7,"Italian","L1"
"731",1381,165,"sleale",5,2,"Italian","L1"
"732",1382,165,"riservata",1,9,"Italian","L1"
"733",1383,165,"meschina",6,3,"Italian","L1"
"734",1384,165,"gentile",6,6,"Italian","L1"
"735",1385,165,"negativo",3,1,"Italian","L1"
"736",1386,165,"stronzo",3,2,"Italian","L1"
"737",1387,165,"osceno",5,3,"Italian","L1"
"738",1388,165,"scortese",8,1,"Italian","L1"
"739",1389,165,"paziente",1,7,"Italian","L1"
"740",1390,165,"leale",6,7,"Italian","L1"
"741",1391,165,"elegante",9,7,"Italian","L1"
"742",1392,165,"inaffidabile",3,1,"Italian","L1"
"743",1393,165,"buono",5,4,"Italian","L1"
"744",1394,165,"scrupolosa",4,1,"Italian","L1"
"745",1395,165,"saggia",9,9,"Italian","L1"
"746",1396,165,"affidabile",9,8,"Italian","L1"
"747",1397,165,"bugiarda",6,5,"Italian","L1"
"748",1398,165,"cauta",5,7,"Italian","L1"
"749",1399,165,"indiscreta",2,1,"Italian","L1"
"750",1400,165,"pigra",2,2,"Italian","L1"
"751",1401,165,"demone",4,2,"Italian","L1"
"752",1402,165,"tesoro",5,5,"Italian","L1"
"753",1403,165,"crudele",5,3,"Italian","L1"
"754",1404,165,"santo",5,6,"Italian","L1"
"755",1431,43,"stronzo",7,1,"Italian","L1"
"756",1432,43,"cauta",3,3,"Italian","L1"
"757",1433,43,"tesoro",3,9,"Italian","L1"
"758",1434,43,"demone",7,1,"Italian","L1"
"759",1435,43,"elegante",3,9,"Italian","L1"
"760",1436,43,"cattivo",9,1,"Italian","L1"
"761",1437,43,"riservata",3,5,"Italian","L1"
"762",1438,43,"santo",1,8,"Italian","L1"
"763",1439,43,"leale",1,9,"Italian","L1"
"764",1440,43,"sleale",7,1,"Italian","L1"
"765",1441,43,"osceno",8,1,"Italian","L1"
"766",1442,43,"indiscreta",8,1,"Italian","L1"
"767",1443,43,"gentile",3,9,"Italian","L1"
"768",1444,43,"positivo",8,9,"Italian","L1"
"769",1445,43,"affidabile",2,9,"Italian","L1"
"770",1446,43,"buono",1,9,"Italian","L1"
"771",1447,43,"scortese",8,1,"Italian","L1"
"772",1448,43,"pigra",2,1,"Italian","L1"
"773",1449,43,"crudele",9,1,"Italian","L1"
"774",1450,43,"scrupolosa",5,6,"Italian","L1"
"775",1451,43,"inaffidabile",5,2,"Italian","L1"
"776",1452,43,"bugiarda",9,1,"Italian","L1"
"777",1453,43,"paziente",1,9,"Italian","L1"
"778",1454,43,"meschina",8,1,"Italian","L1"
"779",1455,43,"negativo",7,1,"Italian","L1"
"780",1456,43,"saggia",2,7,"Italian","L1"
"781",1587,208,"scrupolosa",5,6,"Italian","L1"
"782",1588,208,"meschina",5,5,"Italian","L1"
"783",1589,208,"leale",1,9,"Italian","L1"
"784",1590,208,"scortese",5,1,"Italian","L1"
"785",1591,208,"crudele",5,1,"Italian","L1"
"786",1592,208,"bugiarda",8,1,"Italian","L1"
"787",1593,208,"buono",9,9,"Italian","L1"
"788",1594,208,"gentile",1,9,"Italian","L1"
"789",1595,208,"positivo",1,9,"Italian","L1"
"790",1596,208,"inaffidabile",7,1,"Italian","L1"
"791",1597,208,"demone",8,1,"Italian","L1"
"792",1598,208,"affidabile",1,9,"Italian","L1"
"793",1599,208,"indiscreta",6,2,"Italian","L1"
"794",1600,208,"osceno",6,5,"Italian","L1"
"795",1601,208,"santo",9,9,"Italian","L1"
"796",1602,208,"elegante",7,9,"Italian","L1"
"797",1603,208,"sleale",7,1,"Italian","L1"
"798",1604,208,"cattivo",9,1,"Italian","L1"
"799",1605,208,"riservata",2,6,"Italian","L1"
"800",1606,208,"saggia",5,5,"Italian","L1"
"801",1607,208,"negativo",8,1,"Italian","L1"
"802",1608,208,"stronzo",8,1,"Italian","L1"
"803",1609,208,"cauta",7,6,"Italian","L1"
"804",1610,208,"tesoro",9,9,"Italian","L1"
"805",1611,208,"pigra",8,1,"Italian","L1"
"806",1612,208,"paziente",1,9,"Italian","L1"
"807",1613,191,"gentile",2,8,"Italian","L1"
"808",1614,191,"pigra",2,4,"Italian","L1"
"809",1615,191,"santo",2,7,"Italian","L1"
"810",1616,191,"meschina",5,2,"Italian","L1"
"811",1617,191,"bugiarda",5,2,"Italian","L1"
"812",1618,191,"paziente",3,7,"Italian","L1"
"813",1619,191,"positivo",6,7,"Italian","L1"
"814",1620,191,"cattivo",4,2,"Italian","L1"
"815",1621,191,"sleale",4,1,"Italian","L1"
"816",1622,191,"cauta",6,2,"Italian","L1"
"817",1623,191,"elegante",6,9,"Italian","L1"
"818",1624,191,"osceno",6,1,"Italian","L1"
"819",1625,191,"leale",4,7,"Italian","L1"
"820",1626,191,"riservata",5,5,"Italian","L1"
"821",1627,191,"negativo",5,3,"Italian","L1"
"822",1628,191,"tesoro",7,7,"Italian","L1"
"823",1629,191,"scortese",6,3,"Italian","L1"
"824",1630,191,"saggia",8,7,"Italian","L1"
"825",1631,191,"crudele",7,2,"Italian","L1"
"826",1632,191,"buono",5,7,"Italian","L1"
"827",1633,191,"stronzo",7,3,"Italian","L1"
"828",1634,191,"affidabile",4,7,"Italian","L1"
"829",1635,191,"indiscreta",5,5,"Italian","L1"
"830",1636,191,"inaffidabile",6,3,"Italian","L1"
"831",1637,191,"demone",8,4,"Italian","L1"
"832",1638,191,"scrupolosa",7,8,"Italian","L1"
"833",1639,104,"elegante",7,7,"Italian","L1"
"834",1640,104,"negativo",4,4,"Italian","L1"
"835",1641,104,"scrupolosa",1,1,"Italian","L1"
"836",1642,104,"indiscreta",6,3,"Italian","L1"
"837",1643,104,"stronzo",7,2,"Italian","L1"
"838",1644,104,"pigra",4,6,"Italian","L1"
"839",1645,104,"crudele",5,3,"Italian","L1"
"840",1646,104,"paziente",6,7,"Italian","L1"
"841",1647,104,"buono",4,8,"Italian","L1"
"842",1648,104,"scortese",7,2,"Italian","L1"
"843",1649,104,"meschina",6,1,"Italian","L1"
"844",1650,104,"inaffidabile",3,7,"Italian","L1"
"845",1651,104,"saggia",5,7,"Italian","L1"
"846",1652,104,"leale",4,7,"Italian","L1"
"847",1653,104,"santo",3,8,"Italian","L1"
"848",1654,104,"sleale",5,2,"Italian","L1"
"849",1655,104,"affidabile",3,7,"Italian","L1"
"850",1656,104,"riservata",5,1,"Italian","L1"
"851",1657,104,"tesoro",5,9,"Italian","L1"
"852",1658,104,"demone",8,1,"Italian","L1"
"853",1659,104,"bugiarda",5,2,"Italian","L1"
"854",1660,104,"cattivo",7,2,"Italian","L1"
"855",1661,104,"gentile",4,8,"Italian","L1"
"856",1662,104,"cauta",4,6,"Italian","L1"
"857",1663,104,"osceno",7,1,"Italian","L1"
"858",1664,104,"positivo",7,8,"Italian","L1"
"859",1665,111,"saggia",3,7,"Italian","L1"
"860",1666,111,"elegante",4,7,"Italian","L1"
"861",1667,111,"osceno",7,2,"Italian","L1"
"862",1668,111,"cattivo",5,2,"Italian","L1"
"863",1669,111,"buono",4,8,"Italian","L1"
"864",1670,111,"negativo",4,2,"Italian","L1"
"865",1671,111,"pigra",2,3,"Italian","L1"
"866",1672,111,"riservata",2,6,"Italian","L1"
"867",1673,111,"inaffidabile",5,2,"Italian","L1"
"868",1674,111,"meschina",5,2,"Italian","L1"
"869",1675,111,"sleale",5,2,"Italian","L1"
"870",1676,111,"scrupolosa",4,7,"Italian","L1"
"871",1677,111,"scortese",5,2,"Italian","L1"
"872",1678,111,"gentile",4,8,"Italian","L1"
"873",1679,111,"affidabile",3,7,"Italian","L1"
"874",1680,111,"santo",5,8,"Italian","L1"
"875",1681,111,"indiscreta",5,3,"Italian","L1"
"876",1682,111,"tesoro",5,9,"Italian","L1"
"877",1683,111,"crudele",6,1,"Italian","L1"
"878",1684,111,"stronzo",7,1,"Italian","L1"
"879",1685,111,"demone",7,2,"Italian","L1"
"880",1686,111,"paziente",2,7,"Italian","L1"
"881",1687,111,"positivo",5,8,"Italian","L1"
"882",1688,111,"bugiarda",5,2,"Italian","L1"
"883",1689,111,"leale",3,8,"Italian","L1"
"884",1690,111,"cauta",3,6,"Italian","L1"
"885",1691,97,"meschina",5,3,"Italian","L1"
"886",1692,97,"pigra",4,4,"Italian","L1"
"887",1693,97,"bugiarda",7,1,"Italian","L1"
"888",1694,97,"cauta",5,3,"Italian","L1"
"889",1695,97,"indiscreta",4,5,"Italian","L1"
"890",1696,97,"positivo",2,8,"Italian","L1"
"891",1697,97,"paziente",2,8,"Italian","L1"
"892",1698,97,"gentile",7,9,"Italian","L1"
"893",1699,97,"buono",6,8,"Italian","L1"
"894",1700,97,"cattivo",5,4,"Italian","L1"
"895",1701,97,"scrupolosa",5,3,"Italian","L1"
"896",1702,97,"riservata",1,3,"Italian","L1"
"897",1703,97,"elegante",6,8,"Italian","L1"
"898",1704,97,"scortese",8,3,"Italian","L1"
"899",1705,97,"crudele",7,2,"Italian","L1"
"900",1706,97,"affidabile",5,8,"Italian","L1"
"901",1707,97,"osceno",2,2,"Italian","L1"
"902",1708,97,"demone",6,2,"Italian","L1"
"903",1709,97,"negativo",5,2,"Italian","L1"
"904",1710,97,"stronzo",9,1,"Italian","L1"
"905",1711,97,"sleale",5,3,"Italian","L1"
"906",1712,97,"santo",4,7,"Italian","L1"
"907",1713,97,"inaffidabile",2,3,"Italian","L1"
"908",1714,97,"leale",6,8,"Italian","L1"
"909",1715,97,"saggia",6,8,"Italian","L1"
"910",1716,97,"tesoro",8,8,"Italian","L1"
"911",1717,101,"stronzo",1,9,"Italian","L1"
"912",1718,101,"pigra",2,9,"Italian","L1"
"913",1719,101,"buono",1,9,"Italian","L1"
"914",1720,101,"paziente",2,8,"Italian","L1"
"915",1721,101,"tesoro",1,8,"Italian","L1"
"916",1722,101,"scrupolosa",1,1,"Italian","L1"
"917",1723,101,"gentile",1,9,"Italian","L1"
"918",1724,101,"leale",1,9,"Italian","L1"
"919",1725,101,"crudele",9,1,"Italian","L1"
"920",1726,101,"elegante",1,9,"Italian","L1"
"921",1727,101,"riservata",2,9,"Italian","L1"
"922",1728,101,"scortese",1,9,"Italian","L1"
"923",1729,101,"santo",1,9,"Italian","L1"
"924",1730,101,"affidabile",1,9,"Italian","L1"
"925",1731,101,"demone",9,9,"Italian","L1"
"926",1732,101,"negativo",9,1,"Italian","L1"
"927",1733,101,"saggia",1,9,"Italian","L1"
"928",1734,101,"osceno",9,1,"Italian","L1"
"929",1735,101,"inaffidabile",8,1,"Italian","L1"
"930",1736,101,"cauta",1,8,"Italian","L1"
"931",1737,101,"positivo",1,9,"Italian","L1"
"932",1738,101,"cattivo",9,1,"Italian","L1"
"933",1739,101,"indiscreta",9,1,"Italian","L1"
"934",1740,101,"sleale",9,1,"Italian","L1"
"935",1741,101,"meschina",9,1,"Italian","L1"
"936",1742,101,"bugiarda",9,1,"Italian","L1"
"937",1769,59,"gentile",2,8,"Italian","L1"
"938",1770,59,"cattivo",7,3,"Italian","L1"
"939",1771,59,"stronzo",8,3,"Italian","L1"
"940",1772,59,"scortese",7,3,"Italian","L1"
"941",1773,59,"positivo",2,8,"Italian","L1"
"942",1774,59,"negativo",7,2,"Italian","L1"
"943",1775,59,"tesoro",1,9,"Italian","L1"
"944",1776,59,"leale",1,9,"Italian","L1"
"945",1777,59,"cauta",4,6,"Italian","L1"
"946",1778,59,"pigra",5,5,"Italian","L1"
"947",1779,59,"bugiarda",8,2,"Italian","L1"
"948",1780,59,"demone",8,2,"Italian","L1"
"949",1781,59,"santo",2,7,"Italian","L1"
"950",1782,59,"inaffidabile",8,1,"Italian","L1"
"951",1783,59,"affidabile",7,8,"Italian","L1"
"952",1784,59,"riservata",5,5,"Italian","L1"
"953",1785,59,"paziente",2,8,"Italian","L1"
"954",1786,59,"elegante",1,9,"Italian","L1"
"955",1787,59,"sleale",8,3,"Italian","L1"
"956",1788,59,"scrupolosa",7,3,"Italian","L1"
"957",1789,59,"osceno",8,2,"Italian","L1"
"958",1790,59,"saggia",1,9,"Italian","L1"
"959",1791,59,"meschina",7,3,"Italian","L1"
"960",1792,59,"indiscreta",7,2,"Italian","L1"
"961",1793,59,"crudele",8,2,"Italian","L1"
"962",1794,59,"buono",2,8,"Italian","L1"
"963",1795,132,"saggia",3,8,"Italian","L1"
"964",1796,132,"gentile",2,8,"Italian","L1"
"965",1797,132,"paziente",3,7,"Italian","L1"
"966",1798,132,"riservata",1,9,"Italian","L1"
"967",1799,132,"sleale",5,1,"Italian","L1"
"968",1800,132,"stronzo",6,2,"Italian","L1"
"969",1801,132,"demone",7,1,"Italian","L1"
"970",1802,132,"osceno",8,1,"Italian","L1"
"971",1803,132,"scortese",7,2,"Italian","L1"
"972",1804,132,"pigra",6,2,"Italian","L1"
"973",1805,132,"indiscreta",8,1,"Italian","L1"
"974",1806,132,"buono",1,9,"Italian","L1"
"975",1807,132,"santo",1,9,"Italian","L1"
"976",1808,132,"affidabile",2,8,"Italian","L1"
"977",1809,132,"bugiarda",7,1,"Italian","L1"
"978",1810,132,"cattivo",9,1,"Italian","L1"
"979",1811,132,"cauta",2,8,"Italian","L1"
"980",1812,132,"meschina",7,2,"Italian","L1"
"981",1813,132,"inaffidabile",8,1,"Italian","L1"
"982",1814,132,"positivo",2,9,"Italian","L1"
"983",1815,132,"elegante",1,9,"Italian","L1"
"984",1816,132,"tesoro",2,9,"Italian","L1"
"985",1817,132,"leale",1,9,"Italian","L1"
"986",1818,132,"scrupolosa",3,8,"Italian","L1"
"987",1819,132,"negativo",8,1,"Italian","L1"
"988",1820,132,"crudele",8,1,"Italian","L1"
"989",1821,124,"scortese",7,9,"Italian","L1"
"990",1822,124,"crudele",7,1,"Italian","L1"
"991",1823,124,"tesoro",2,9,"Italian","L1"
"992",1824,124,"cattivo",6,2,"Italian","L1"
"993",1825,124,"affidabile",1,9,"Italian","L1"
"994",1826,124,"cauta",5,6,"Italian","L1"
"995",1827,124,"leale",2,9,"Italian","L1"
"996",1828,124,"paziente",1,8,"Italian","L1"
"997",1829,124,"santo",3,8,"Italian","L1"
"998",1830,124,"stronzo",8,1,"Italian","L1"
"999",1831,124,"osceno",7,2,"Italian","L1"
"1000",1832,124,"saggia",2,9,"Italian","L1"
"1001",1833,124,"negativo",8,1,"Italian","L1"
"1002",1834,124,"pigra",6,3,"Italian","L1"
"1003",1835,124,"buono",1,9,"Italian","L1"
"1004",1836,124,"indiscreta",6,3,"Italian","L1"
"1005",1837,124,"positivo",1,9,"Italian","L1"
"1006",1838,124,"gentile",3,8,"Italian","L1"
"1007",1839,124,"inaffidabile",8,2,"Italian","L1"
"1008",1840,124,"elegante",2,9,"Italian","L1"
"1009",1841,124,"scrupolosa",2,8,"Italian","L1"
"1010",1842,124,"riservata",3,7,"Italian","L1"
"1011",1843,124,"meschina",7,3,"Italian","L1"
"1012",1844,124,"bugiarda",8,1,"Italian","L1"
"1013",1845,124,"sleale",7,2,"Italian","L1"
"1014",1846,124,"demone",9,1,"Italian","L1"
"1015",1951,80,"gentile",9,8,"Italian","L1"
"1016",1952,80,"cattivo",5,4,"Italian","L1"
"1017",1953,80,"bugiarda",7,2,"Italian","L1"
"1018",1954,80,"leale",4,8,"Italian","L1"
"1019",1955,80,"buono",7,7,"Italian","L1"
"1020",1956,80,"santo",3,7,"Italian","L1"
"1021",1957,80,"cauta",5,5,"Italian","L1"
"1022",1958,80,"negativo",8,1,"Italian","L1"
"1023",1959,80,"demone",7,1,"Italian","L1"
"1024",1960,80,"paziente",3,5,"Italian","L1"
"1025",1961,80,"affidabile",5,6,"Italian","L1"
"1026",1962,80,"pigra",2,3,"Italian","L1"
"1027",1963,80,"osceno",5,5,"Italian","L1"
"1028",1964,80,"scrupolosa",4,5,"Italian","L1"
"1029",1965,80,"riservata",2,5,"Italian","L1"
"1030",1966,80,"sleale",3,3,"Italian","L1"
"1031",1967,80,"scortese",8,1,"Italian","L1"
"1032",1968,80,"tesoro",8,9,"Italian","L1"
"1033",1969,80,"saggia",3,7,"Italian","L1"
"1034",1970,80,"inaffidabile",7,2,"Italian","L1"
"1035",1971,80,"crudele",6,3,"Italian","L1"
"1036",1972,80,"positivo",6,4,"Italian","L1"
"1037",1973,80,"meschina",3,2,"Italian","L1"
"1038",1974,80,"stronzo",9,1,"Italian","L1"
"1039",1975,80,"indiscreta",4,4,"Italian","L1"
"1040",1976,80,"elegante",4,9,"Italian","L1"
"1041",1977,197,"scrupolosa",1,1,"Italian","L1"
"1042",1978,197,"sleale",1,1,"Italian","L1"
"1043",1979,197,"cauta",9,9,"Italian","L1"
"1044",1980,197,"stronzo",1,1,"Italian","L1"
"1045",1981,197,"leale",9,9,"Italian","L1"
"1046",1982,197,"demone",1,1,"Italian","L1"
"1047",1983,197,"gentile",1,1,"Italian","L1"
"1048",1984,197,"buono",9,9,"Italian","L1"
"1049",1985,197,"crudele",1,1,"Italian","L1"
"1050",1986,197,"indiscreta",1,1,"Italian","L1"
"1051",1987,197,"positivo",9,9,"Italian","L1"
"1052",1988,197,"scortese",1,1,"Italian","L1"
"1053",1989,197,"paziente",9,9,"Italian","L1"
"1054",1990,197,"saggia",9,9,"Italian","L1"
"1055",1991,197,"bugiarda",1,1,"Italian","L1"
"1056",1992,197,"inaffidabile",1,1,"Italian","L1"
"1057",1993,197,"negativo",1,1,"Italian","L1"
"1058",1994,197,"elegante",9,9,"Italian","L1"
"1059",1995,197,"affidabile",9,9,"Italian","L1"
"1060",1996,197,"cattivo",1,1,"Italian","L1"
"1061",1997,197,"tesoro",9,9,"Italian","L1"
"1062",1998,197,"pigra",1,1,"Italian","L1"
"1063",1999,197,"santo",9,9,"Italian","L1"
"1064",2000,197,"riservata",9,9,"Italian","L1"
"1065",2001,197,"meschina",1,1,"Italian","L1"
"1066",2002,197,"osceno",1,1,"Italian","L1"
"1067",2003,203,"meschina",2,4,"Italian","L1"
"1068",2004,203,"indiscreta",9,9,"Italian","L1"
"1069",2005,203,"inaffidabile",5,5,"Italian","L1"
"1070",2006,203,"pigra",2,5,"Italian","L1"
"1071",2007,203,"affidabile",5,8,"Italian","L1"
"1072",2008,203,"elegante",5,9,"Italian","L1"
"1073",2009,203,"demone",5,2,"Italian","L1"
"1074",2010,203,"cattivo",5,1,"Italian","L1"
"1075",2011,203,"riservata",1,5,"Italian","L1"
