"Participant","LQ_dominance_1","LQ_dominance_2","LQ_dominance_3","LQ_dominance_4","LQ_dominance_5","LQ_acquisition_1","LQ_acquisition_2","LQ_acquisition_3","LQ_acquisition_4","LQ_acquisition_5","LQ_exp_lang_1","LQ_exp_lang_2","LQ_exp_lang_3","LQ_exp_lang_4","LQ_exp_lang_5","LQ_pcibex_log_exp_pct_1","LQ_pcibex_log_exp_pct_2","LQ_pcibex_log_exp_pct_3","LQ_pcibex_log_exp_pct_4","LQ_pcibex_log_exp_pct_5","LQ_read_lang_1","LQ_read_lang_2","LQ_read_lang_3","LQ_read_lang_4","LQ_read_lang_5","LQ_pcibex_log_read_pct_1","LQ_pcibex_log_read_pct_2","LQ_pcibex_log_read_pct_3","LQ_pcibex_log_read_pct_4","LQ_pcibex_log_read_pct_5","LQ_speak_lang_1","LQ_speak_lang_2","LQ_speak_lang_3","LQ_speak_lang_4","LQ_speak_lang_5","LQ_pcibex_log_speak_pct_1","LQ_pcibex_log_speak_pct_2","LQ_pcibex_log_speak_pct_3","LQ_pcibex_log_speak_pct_4","LQ_pcibex_log_speak_pct_5","LQ_culture_1","LQ_pcibex_log_culture_rating_1","LQ_culture_2","LQ_pcibex_log_culture_rating_2","LQ_culture_3","LQ_pcibex_log_culture_rating_3","LQ_culture_4","LQ_pcibex_log_culture_rating_4","LQ_culture_5","LQ_pcibex_log_culture_rating_5","LQ_pcibex_log_formal_education_years","LQ_edu_other_text","LQ_current_residence_country","LQ_immigration_country_1","LQ_pcibex_log_immigration_time_1","LQ_immigration_country_2","LQ_pcibex_log_immigration_time_2","LQ_immigration_country_3","LQ_pcibex_log_immigration_time_3","LQ_pcibex_log_eng_age_began_acquiring","LQ_pcibex_log_eng_age_became_fluent","LQ_pcibex_log_eng_age_began_reading","LQ_pcibex_log_eng_age_became_fluent_reading","LQ_pcibex_log_eng_country_years","LQ_pcibex_log_eng_country_months","LQ_pcibex_log_eng_family_years","LQ_pcibex_log_eng_family_months","LQ_pcibex_log_eng_schoolwork_years","LQ_pcibex_log_eng_schoolwork_months","LQ_pcibex_log_eng_proficiency_speaking","LQ_pcibex_log_eng_proficiency_understanding","LQ_pcibex_log_eng_proficiency_reading","LQ_pcibex_log_eng_learning_friends","LQ_pcibex_log_eng_learning_self","LQ_pcibex_log_eng_learning_family","LQ_pcibex_log_eng_learning_tv","LQ_pcibex_log_eng_learning_reading","LQ_pcibex_log_eng_learning_radio","LQ_pcibex_log_eng_exposure_friends","LQ_pcibex_log_eng_exposure_radio_music","LQ_pcibex_log_eng_exposure_family","LQ_pcibex_log_eng_exposure_reading","LQ_pcibex_log_eng_exposure_tv","LQ_pcibex_log_eng_exposure_lab_self","LQ_pcibex_log_eng_foreign_accent","LQ_pcibex_log_eng_identified_non_native","LQ_pcibex_log_ita_age_began_acquiring","LQ_pcibex_log_ita_age_became_fluent","LQ_pcibex_log_ita_age_began_reading","LQ_pcibex_log_ita_age_became_fluent_reading","LQ_pcibex_log_ita_country_years","LQ_pcibex_log_ita_country_months","LQ_pcibex_log_ita_family_years","LQ_pcibex_log_ita_family_months","LQ_pcibex_log_ita_schoolwork_years","LQ_pcibex_log_ita_schoolwork_months","LQ_pcibex_log_ita_proficiency_speaking","LQ_pcibex_log_ita_proficiency_understanding","LQ_pcibex_log_ita_proficiency_reading","LQ_pcibex_log_ita_learning_friends","LQ_pcibex_log_ita_learning_self","LQ_pcibex_log_ita_learning_family","LQ_pcibex_log_ita_learning_tv","LQ_pcibex_log_ita_learning_reading","LQ_pcibex_log_ita_learning_radio","LQ_pcibex_log_ita_exposure_friends","LQ_pcibex_log_ita_exposure_radio_music","LQ_pcibex_log_ita_exposure_family","LQ_pcibex_log_ita_exposure_reading","LQ_pcibex_log_ita_exposure_tv","LQ_pcibex_log_ita_exposure_lab_self","LQ_pcibex_log_ita_foreign_accent","LQ_pcibex_log_ita_identified_non_native","LQ_disability_explanation","LQ_disability_options_vision","LQ_disability_options_hearing","LQ_disability_options_lang","LQ_disability_options_learn","LQ_disability_options","LQ_education_level"
198,"English","French ","","","","English","French","","","","English","French","","","","90","10","","","","English","French","","","","75","25","","","","English","Fench","","","","75","25","","","","Black","10","Canadian","10","Caribbean","8","","","","","21","","Canada","","","","","","","0","2","3","6","46","1","46","0","21","0","10","10","10","10","0","10","8","8","8","10","10","10","10","10","10","0","0","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","","unchecked","unchecked","unchecked","unchecked","checked","Some College"
139,"Yoruba","English","","","","Yoruba","English","","","","Yoruba","English","","","","50","50","","","","Yoruba","English","","","","50","50","","","","Yoruba","English","","","","50","50","","","","African","10","","","","","","","","","15","","Canada","Canada","7","","","","","2","3","4","4","30","0","5","0","15","0","8","8","8","8","5","3","5","8","5","8","5","3","8","5","5","3","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","","unchecked","unchecked","unchecked","unchecked","checked","College"
52,"English","Bangla","","","","English","Bangla","","","","English","Bangla","","","","50","50","","","","ENGLISH","BANGLA","","","","50","50","","","","ENGLISH","BANGLA","","","","50","50","","","","CANADA","10","","","","","","","","","16","","Canada","Canada","4","","","","","3","4","5","6","4","0","4","0","4","0","10","10","10","5","5","5","5","5","5","5","5","5","5","5","5","5","5","0","0","0","0","0","0","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
178,"Englis","Italian","Spanish","French","Hebrew","English"," French","Spanish","","","English","French","Spanish","","","80","10","10","","","English","French","Spanish","","","80","10","10","","","English","French","Spanish","","","80","10","10","","","British","10","","","","","","","","","17","","United Kingdom","United Kingdom","30","","","","","2","5","5","5","30","2","30","2","30","2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","3","3","3","3","2","1","0","0","0","0","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
31,"English","French","","","","English","French","","","","English","French","","","","80","20","","","","English","French","","","","80","20","","","","English","","","","","100","","","","","Africa","10","","","","","","","","","6","","Canada","Canada","2","","","","","1","6","8","10","31","5","31","5","30","5","8","8","8","9","6","9","10","10","8","9","6","9","9","10","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
78,"EN","FR","IT","SP","","EN","FR","IT","SP","","EN","FR","IT","SP","","40","30","20","10","","EN","FR","IT","SP","","40","20","25","15","","EN","FR","IT","SP","","40","25","25","10","","Canadian","6","African","6","Italian","4","","","","","13","","Canada","Italy","2","","","","","3","4","6","5","25","0","31","0","7","0","9","9","9","7","6","7","8","9","5","10","6","10","9","10","6","2","2","16","16","16","16","2","0","2","0","2","0","7","7","7","10","7","8","8","10","5","7","6","5","9","9","8","6","7","","unchecked","unchecked","unchecked","unchecked","checked","College"
125,"English ","Italian","Canadian-French","","","English","Canadian-French","Italian","","","English","Canadian-French","Italian","","","80","12","8","","","English","Italian","Canadian-French","NA","NA","75","25","0","0","0","English","Italian","Canadian-French","","","65","25","10","","","British","8","","","","","","","","","18","","UK","Canada","2","Italy","1","","","0","2","2","2","26","1","26","1","26","1","10","10","10","7","0","10","10","6","3","9","7","9","8","6","0","0","0","16","24","16","23","1","7","0","0","2","0","7","8","8","1","10","0","4","6","0","1","3","0","4","3","10","8","9","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
15,"English ","Italian ","","","","English","Italian ","","","","English ","Italian","","","","90","10","","","","English","Italian","","","","100","0","","","","English","Italian","","","","100","0","","","","British","5","Italian ","5","","","","","","","10","","England","","","","","","","0","5","4","6","27","7","27","7","10","0","10","10","10","6","0","10","8","8","6","10","10","9","10","10","8","0","0","2","25","3","25","0","0","27","7","0","0","5","9","5","0","2","10","10","2","0","0","0","10","4","10","2","10","10","","unchecked","unchecked","unchecked","unchecked","checked","High School"
55,"english","swahili","kikuyu","","","kikuyu","swahii","English","","","english","swahili","kikuyu","","","90","5","5","","","English","swahili","kikuyu","","","85","10","5","","","English","swahili","kikuyu","","","50","45","5","","","kenyan","10","canadian","2","","","","","","","16","","canada","Tanzanian","1","Uganda","2","","","8","15","6","10","10","10","7","7","27","1","10","9","10","9","8","6","6","10","7","10","10","10","10","10","10","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","College"
157,"English","","","","","English","","","","","English","","","","","100","","","","","English","","","","","100","","","","","English","","","","","100","","","","","Black British","10","","","","","","","","","17","","United Kingdom","","","","","","","28","28","28","28","27","1","27","1","27","1","10","10","10","10","4","10","8","10","8","10","6","10","10","8","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
214,"English","Italian","","","","Italian","English","","","","Italian","English","","","","30","70","","","","English","Italian","","","","75","25","","","","Italian","English","","","","50","50","","","","Italian","9","English","8","","","","","","","25","","UK","","","","","","","4","4","5","6","67","1","40","1","16","1","10","10","10","10","2","1","8","8","5","10","3","8","10","9","0","1","1","0","1","5","2","0","0","70","0","1","0","10","10","10","6","2","9","2","8","2","5","3","8","6","2","1","3","4","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
200,"Italian","English","French","","","Italian","English","French","","","Italian","English","French","","","20","50","30","","","English","French","Italian","","","70","15","15","","","English","Italian","French","","","50","30","20","","","African American","10","","","","","","","","","24","","Canada","nil","0","nil","0","nil","0","1","5","5","5","24","0","24","0","24","0","10","10","10","10","10","10","10","10","10","10","10","10","10","10","5","9","1","1","5","5","5","24","0","24","0","24","0","10","10","10","4","9","9","10","10","0","10","0","10","10","10","10","5","5","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
30,"English","urdu","italian","/","/","urdu","english","italian","/","/","english","urdu","italian","/","/","80","10","10","0","0","english","urdu","italian","/","/","100","0","0","0","0","english","urdu","italian","/","/","50","49","1","0","0","British","6","Pakistani","10","Arab","8","/","0","/","0","17","/","united kingdom","united arab emirates","20","united kingdom","2","/","0","3","8","6","6","20","9","20","9","20","7","10","10","10","10","3","5","10","10","7","10","10","7","10","10","4","0","0","2","5","4","8","3","5","3","5","3","4","10","10","10","10","9","5","10","10","9","7","8","10","10","6","7","8","4","/","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
95,"English","","","","","English","","","","","English","","","","","100","","","","","English","","","","","100","","","","","English","","","","","100","","","","","Arab","8","Asian","6","","","","","","","20","","United Kingdom","","","","","","","1","2","4","5","30","2","30","2","30","1","10","10","10","10","4","10","10","8","0","10","1","10","10","10","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","2","0","0","0","0","0","10","10","","unchecked","unchecked","unchecked","unchecked","checked","College"
146,"English","","","","","English","","","","","english","","","","","100","","","","","english","","","","","100","","","","","english","","","","","100","","","","","english","10","","","","","","","","","18","","United Kingdom","","","","","","","2","3","5","7","27","0","27","0","18","0","10","10","10","7","3","9","8","6","2","10","8","10","10","10","5","6","3","10","13","15","17","0","0","0","0","0","0","4","8","8","5","10","1","7","9","0","5","6","0","7","9","9","6","6","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
193,"English","French","Spanish","Italian","","English","French","Spanish","Italian","","English","French","Italian","Spanish","","60","20","15","5","","English","French","Spanish","Italian","","70","15","10","5","","English","French","Spanish","Italian","","80","15","5","0","","Canadian","10","French canadian","6","","","","","","","4","","Canada","","","","","","","2","4","4","7","25","4","25","4","20","0","10","10","10","10","10","10","10","10","5","8","5","10","10","10","0","0","0","23","25","23","25","0","0","2","5","0","0","3","8","6","1","5","10","0","0","0","4","0","8","0","0","0","8","10","","unchecked","unchecked","unchecked","unchecked","checked","College"
174,"english","French","spanish","italian","","english","french","spanish","italian","","English","French","spanish","italian","","80","10","5","5","","English","French","spanish","italian","","80","15","5","0","","English","","","","","100","","","","","canadian","9","irish","7","","","","","","","15","","Canada","","","","","","","0","3","3","3","30","0","30","0","30","0","10","10","10","10","9","10","10","10","6","10","10","10","10","10","9","0","0","17","0","17","0","0","0","2","0","2","0","2","2","5","2","6","7","3","6","0","0","0","6","0","0","0","8","7","","unchecked","unchecked","unchecked","unchecked","checked","College"
86,"English ","igbo","yoruba","french","hausa","english","igbo","french","hausa","","english","igbo","yoruba","french","hausa","60","16","18","3","3","english","yoruba","","","","70","30","","","","english","yoruba","hausa","french","asaba","70","15","5","5","5","igbo","10","","","","","","","","","12","","Canada","Canada","4","Nigeria","29","","","3","5","5","5","30","1","4","0","29","0","10","10","10","10","2","10","8","10","4","10","10","10","10","8","5","2","2","1","2","1","1","1","0","1","0","0","0","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","","unchecked","unchecked","unchecked","unchecked","checked","Ph.D./M.D./J.D."
166,"English ","Italian","French","Irish","","English","Italian","French","Irish","","English","Italian","French","Irish","","60","20","10","10","","English","Italian","French","Irish","","60","20","10","10","","English","Italian","French","Irish","","60","20","10","10","","English/British","9","Italian","7","French","3","Irish","6","","","18","","UK","Ireland","4","","","","","1","5","3","5","28","0","28","0","18","0","10","10","10","10","1","6","10","10","7","10","9","6","10","10","1","1","2","3","14","22","25","0","0","28","0","0","0","7","9","6","7","2","8","8","5","3","10","4","9","6","10","2","6","7","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
22,"English","German","French","Italian","Dutch","English","German","Dutch","Italian","French","English","German","Dutch","Italian","French","40","20","15","15","10","English","German","Dutch","Italian","French","60","10","10","10","10","English","German","Dutch","Italian","French","50","15","15","15","5","English","10","German","6","Dutch","3","Italian","3","French","2","6","","UK","Germany","6","","","","","1","5","5","8","20","7","20","7","22","3","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","6","3","29","31","29","30","1","1","1","1","1","1","6","6","6","10","10","8","6","10","10","6","6","6","9","6","9","3","9","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
117,"English","French","Italian","","","English","Italian","French","","","English","Italian","French","","","50","40","10","","","English","French","Italian","","","50","20","30","","","English","French","Italian","","","50","25","25","","","English","8","","","","","","","","","14","","UK","","","","","","","2","5","7","7","12","5","25","4","12","3","6","6","7","8","6","6","10","9","10","6","6","6","5","6","8","2","3","8","8","10","12","2","5","27","2","2","2","8","7","7","6","5","8","6","8","8","6","5","9","7","8","7","3","6","","unchecked","unchecked","unchecked","unchecked","checked","Ph.D./M.D./J.D."
215,"English","Punjabi","","","","Punjabi","English","","","","Punjabi","English","","","","40","60","","","","English","","","","","100","","","","","English","Punjabi","","","","80","20","","","","Indian Punjabi","7","Canadian","10","","","","","","","15","","Canada","","","","","","","2","4","3","5","21","0","21","0","21","0","10","10","10","10","5","6","6","9","2","7","10","10","6","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","College"
211,"English","Spanish","French","Swahili","Kirundi","French","Kinyarwanda ","Kirundi ","Swahili","","French","Spanish","Swahili","Kirundi","Kirwanda ","94","3","1","1","1","French","English","Swahili","","","50","40","10","","","French","English","","","","80","20","","","","American","10","","","","","","","","","4","","Canada","","","","","","","2","6","4","6","27","0","34","0","18","0","10","10","10","10","10","10","10","10","10","10","10","6","10","10","10","10","10","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","6","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
185,"English","","","","","English","","","","","English","","","","","100","","","","","English","","","","","100","","","","","English","","","","","100","","","","","American","9","","","","","","","","","24","","Australia","","","","","","","1","3","4","5","28","5","28","5","28","5","10","10","10","7","0","10","5","8","0","10","10","10","10","10","0","0","0","4","6","8","12","0","00","0","0","0","0","3","2","4","10","10","0","0","6","0","0","1","0","2","0","1","0","10","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
36,"English","Yoruba","French","","","English","Yoruba","French","","","English","Yoruba","French","","","70","25","5","","","English ","Yoruba","French","","","80","20","0","","","English ","Yoruba","French","","","80","20","0","","","African","10","","","","","","","","","18","","Canada","","","","","","","1","1","4","4","22","11","22","11","22","9","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","5","7","0","0","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","College"
51,"English","Hindi","Gujarati","","","Gujarati","Hindi","English","","","English","Hindi","Gujarati","","","50","30","20","","","English","Hindi","Gujarati","","","50","30","20","","","English","Hindi","Gujarati","","","50","30","20","","","Indian","10","Canadian","8","","","","","","","16","","Canada","India","2024","","","","","18","18","18","18","1","6","1","6","1","6","8","10","10","8","8","7","7","10","10","7","8","7","10","8","8","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","College"
119,"English","Italian","","","","English","Italian","","","","English","Italian","","","","90","10","","","","English","Italian","","","","90","10","","","","Englisj","Italian","","","","90","10","","","","British-Italian","10","","","","","","","","","18","","UK","","","","","","","0","3","5","5","67","0","67","0","67","0","10","10","9","8","8","7","10","8","7","2","5","8","7","7","6","2","3","0","3","5","5","00","5","67","0","15","0","9","9","9","2","3","10","4","8","6","2","5","4","4","3","8","0","8","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
152,"English","Italian","German","","","English","German","Italian","","","English","Italian","German","","","30","50","20","","","English","Italian","German","","","60","30","10","","","English","Italian","German","","","50","40","10","","","British","9","British-Italian","10","Italian","8","","","","","14","","England","Germany","10","Italy","3","","","1","5","5","8","15","2","28","2","10","1","9","10","9","10","7","10","7","8","2","9","9","10","8","7","0","6","4","1","3","6","9","3","2","28","2","3","2","8","9","7","10","6","9","9","7","0","6","8","9","7","7","5","7","9","","unchecked","unchecked","unchecked","unchecked","checked","College"
187,"English","French","Welsh","","","English","Welsh","French","","","English","French","Welsh","","","95","4","1","","","English","","","","","100","","","","","English","French","","","","90","10","","","","Canadian","9","Welsh","3","","","","","","","7","","Canada","","","","","","","1","3","4","6","31","7","31","7","28","7","9","9","8","9","7","9","8","9","8","10","7","9","8","9","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","10","10","","unchecked","unchecked","unchecked","unchecked","checked","Professional Training"
141,"English","Afrikaans","","","","English","Afrikaans","","","","English","Afrikaans","","","","99","1","","","","English","Afrikaans","","","","100","0","","","","English","Afrikaans","","","","100","0","","","","English - UK","5","English South African","5","","","","","","","20","","United Kingdom","South Africa","47","","","","","0","4","5","8","47","2","48","2","12","2","10","10","10","10","0","10","10","10","10","10","10","10","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
16,"English","Welsh","Italian","Hakka ","French","Welsh","Italian","English","Hakka","French","English","Welsh","Italian","Hakka","French","50","5","35","5","5","English","Welsh","Italian","Hakka","French","50","10","40","0","0","English","Welsh","Italian","Hakka","French","50","5","40","5","0","Welsh","5","Italian","5","Chinese","5","","","","","2","","Wales","","","","","","","3","5","5","8","19","0","19","0","19","0","10","10","10","10","0","7","0","0","1","10","10","10","10","10","10","0","0","1","3","5","7","0","0","19","0","0","0","9","10","7","0","0","10","7","1","1","2","10","10","3","7","1","0","0","","unchecked","unchecked","unchecked","unchecked","checked","Some College"
39,"English ","Italian ","French","","","English ","French","Italian ","","","English","Italian ","French","None","None","75","20","5","0","0","English","Italian ","","","","90","10","","","","English ","Italian ","","","","80","20","","","","British","10","Italian ","7","","","","","","","18","UK","UK","","","","","","","0","5","3","7","42","0","42","0","42","0","10","10","10","10","0","10","7","8","4","10","10","10","10","10","4","0","0","30","38","30","42","2","0","13","0","0","0","7","9","5","8","9","5","7","4","4","7","2","6","2","4","8","2","5","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
13,"english","esan","french","italian","","esan","english","french","italian","","english","esan","french","italian","","80","15","3","2","","english","esan","french","italian","","80","15","3","2","","english","esan","french","italian","","80","15","3","2","","African","10","","","","","","","","","20","bachelors degree","united kingdom","united kingdom","2","","","","","2","7","2","7","30","6","30","6","30","6","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","4","2","29","29","29","29","1","6","0","0","1","0","3","2","2","0","9","0","9","9","9","6","5","0","9","8","8","7","7","","unchecked","unchecked","unchecked","unchecked","checked","Other"
137,"English ","German","Italian ","","","English ","","","","","English","German","Italian ","","","55","25","20","","","German","Italian","","","","55","45","","","","German","Italian","","","","70","30","","","","English","10","German","6","Italian","5","","","","","24","","United Kingdom ","Northern Ireland ","65","Germany","2","","","1","10","5","10","65","0","2","0","11","0","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","45","50","48","55","0","6","0","6","0","2","6","6","5","4","4","5","6","4","6","4","4","5","5","5","4","8","8","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
206,"English","Italian","French","Spanish","German","English","French","Italian","Spanish","German","English","French","Italian","Spanish","German","60","15","10","10","5","English","French","Italian","Spanish","German","60","15","10","10","5","Enlglish","French","Italian","Spanish","German","60","15","10","10","5","British","8","Italian","6","French","5","Spanish","5","German","3","18","","United Kingdom","","","","","","","3","6","5","8","18","1","15","2","16","3","9","10","9","10","8","9","7","8","8","9","6","8","8","7","5","7","6","13","16","20","24","2","4","1","7","3","5","6","5","5","7","5","5","6","7","6","6","5","6","7","6","7","3","3","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
149,"Twi","English","Italian","","","Twi","English","Italian","","","Twi","English","Italian","","","40","30","30","","","Twi","English","Italian","","","10","60","30","","","Twi","English","Italian","","","30","60","10","","","African","10","","","","","","","","","10","","Canada","Canada","2","","","","","3","10","5","6","26","10","26","10","26","10","10","10","10","10","10","10","10","10","8","10","8","10","10","10","10","10","7","16","17","17","16","5","11","5","11","5","11","5","7","6","6","10","0","3","8","0","2","0","0","9","3","10","7","7","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
27,"English ","Irish ","French ","Spanish ","","English","Irish ","","","","english ","Irish ","French ","Spanish ","","60","30","5","5","","English ","Irish ","French ","Spanish ","","60","30","5","5","","English ","Irish ","French ","Spanish ","","60","30","5","5","","Irish ","10","","","","","","","","","25","","Ireland ","England ","5","","","","","2","5","5","5","25","10","25","10","25","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","27","27","27","27","1","1","1","7","1","2","2","3","3","3","3","3","3","3","2","2","2","2","2","2","3","1","2","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
210,"english","yoruba","","","","english","yoruba","","","","english","yoruba","","","","70","30","","","","english","yoruba","","","","95","5","","","","engish","yoruba","","","","80","20","","","","Yoruba-Nigerian","9","Canada-Canadian","9","","","","","","","14","","canada","","","","","","","1","2","5","2","38","0","38","0","38","1","10","10","9","10","10","10","8","10","9","10","10","10","10","8","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
140,"English","French","Spanish","German","Arabic","English","French","","","","English","French","Arabic","German","Spanish","80","10","0","5","5","English","French","","","","80","20","","","","English","French","","","","85","15","","","","Christianity","10","Black African","10","","","","","","","11","","United Kingdom","United Kingdom","4","Nigeria","27","","","2","2","2","2","31","10","31","10","31","10","10","10","10","10","9","10","10","10","10","10","10","10","10","10","9","0","2","0","0","0","0","4","10","3","0","4","10","0","1","0","0","0","0","1","0","1","1","0","0","0","1","1","0","0","","unchecked","unchecked","unchecked","unchecked","checked","Ph.D./M.D./J.D."
65,"English","Italian ","","","","English ","Italian ","","","","English ","Italian ","","","","90","10","","","","English ","Italian ","","","","95","5","","","","English ","Italian ","","","","75","25","","","","English ","6","Italian ","2","Gahnaian ","2","","","","","18","","UK ","Uk","48","Italian ","3","","","5","6","5","6","48","3","53","6","12","7","10","10","10","8","0","8","5","9","1","8","7","9","9","8","5","6","6","1","5","5","6","7","3","53","6","1","3","7","5","5","8","2","9","3","5","0","8","7","6","5","7","7","5","5","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
164,"english","kalenjin","swahili","arabic","","swahili","kalenjin","english","","","kalenjin","swahili","english","","","60","20","20","","","english","swahili","arabic","","","50","25","25","","","kiswahili","english","kalenjin","","","40","30","30","","","western","7","african","8","","","","","","","26","","canada","canada","6","","","","","3","6","4","7","17","1","10","1","8","1","2","7","9","3","2","6","0","4","6","1","5","3","8","7","7","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","College"
168,"English","French","","","","English","French","","","","English","French","","","","65","35","","","","English","French","","","","90","10","","","","English","French","","","","80","20","","","","Canadian ","9","Quebecois","6","","","","","","","9","","Canada ","","","","","","","1","2","4","5","32","3","32","3","32","3","10","10","10","5","0","10","7","8","0","10","10","10","10","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","7","7","","unchecked","unchecked","unchecked","unchecked","checked","Ph.D./M.D./J.D."
45,"Spanish","English ","","","","Spanish","English","","","","Spanish","English","","","","65","35","","","","Spanish","English","","","","50","50","","","","Spanish","English ","","","","90","10","","","","South American ","10","British","10","Spanish ","10","","","","","18","","United Kingdom","","","","","","","3","5","5","6","19","5","19","5","18","8","10","10","9","10","10","7","10","7","6","10","10","8","6","10","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
34,"English","Italian","French","","","English","French","Italian","","","English","Italian","French","","","90","9","1","","","English","Italian","French","","","100","0","0","","","English","Italian","French","","","80","15","5","","","Canadian","9","Italian","7","French","2","","","","","4","","Canada","No","0","","","","","1","1","1","1","48","5","48","5","43","0","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","0","1","1","1","0","0","0","18","6","0","0","4","5","5","10","10","10","8","6","6","2","3","5","0","3","1","1","6","N/A","unchecked","unchecked","unchecked","unchecked","checked","College"
179,"english","aramaic","arabic","italian","spanish","aramaic","english","arabic","italian ","spanish","aramaic","english","spanish","italian","arabic","35","40","10","10","5","aramaic","english","spanish","italian","arabic","0","90","5","5","0","english","aramaic","spanish","italian","arabic","70","10","10","5","5","Iraqi Assyrian Orthodox Christian ","10","","","","","","","","","12","","Canada","Iraq","3","Syria","6","Canada","16","3","8","4","8","16","0","24","0","12","0","10","10","10","10","10","10","10","10","10","10","10","8","10","10","10","0","0","12","16","15","16","2","0","0","0","12","0","7","10","8","8","5","0","4","7","4","8","7","0","4","6","3","5","5","","unchecked","unchecked","unchecked","unchecked","checked","High School"
114,"English","Igbo","Yoruba ","Italian","","English","Igbo","Yoruba","Italian","","English","Igbo","Yoruba","Italian","","50","30","10","10","","English","Igbo","Yoruba","Italian","","70","15","10","5","","English","Igbo","Yoruba","Italian","","60","20","15","5","","Canadian","7","","","","","","","","","17","","Canada","Canada","2","","","","","4","10","8","12","25","4","25","4","25","7","8","6","8","10","7","8","8","7","8","10","8","8","7","8","7","5","6","23","24","24","25","1","5","1","1","0","0","3","3","2","4","3","3","2","2","3","4","3","3","2","3","3","2","1","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
